,date,price
1667,10/01/2025,37650
1668,13/01/2025,37650
1669,14/01/2025,37650
1670,15/01/2025,37650
1671,16/01/2025,37650
1672,17/01/2025,37350
1673,20/01/2025,37350
1674,21/01/2025,37350
1675,22/01/2025,37350
1676,23/01/2025,37350
1677,24/01/2025,37350
1678,30/01/2025,37350
1679,31/01/2025,37000
1680,03/02/2025,36650
1681,04/02/2025,36650
1682,05/02/2025,36650
1683,06/02/2025,36350
1684,07/02/2025,36350
1685,10/02/2025,36350
1686,11/02/2025,36350
1687,12/02/2025,36350
1688,13/02/2025,36350
1689,14/02/2025,36000
1690,17/02/2025,36000
1691,18/02/2025,36000
1692,19/02/2025,36000
1693,20/02/2025,36350
1694,21/02/2025,36350
1695,24/02/2025,36650
1696,25/02/2025,37350
1697,26/02/2025,38000
1698,27/02/2025,38000
1699,28/02/2025,38650
1700,03/03/2025,38000
1701,04/03/2025,38000
1702,05/03/2025,37650
1703,06/03/2025,37650
1704,07/03/2025,37650
1705,10/03/2025,37350
1706,11/03/2025,37350
1707,12/03/2025,37350
1708,13/03/2025,37350
1709,14/03/2025,37350
1710,17/03/2025,37350
1711,18/03/2025,37350
1712,19/03/2025,37350
1713,20/03/2025,36650
1714,21/03/2025,36500
1715,24/03/2025,36600
1716,25/03/2025,36600
1717,26/03/2025,36600
1718,27/03/2025,37000
1719,08/04/2025,37300
1720,09/04/2025,37300
1721,10/04/2025,36000
1722,11/04/2025,36000
1723,14/04/2025,35600
1724,15/04/2025,35300
1725,16/04/2025,35300
1726,17/04/2025,38600
1727,21/04/2025,35000
1728,22/04/2025,34600
1729,23/04/2025,34600
1730,24/04/2025,34600
1731,25/04/2025,34600
1732,28/04/2025,35000
1733,29/04/2025,35000
1734,30/04/2025,35000
1735,01/05/2025,35000
1736,02/05/2025,35000
1737,05/05/2025,35000
1738,06/05/2025,35000
1739,07/05/2025,35000
1740,08/05/2025,35600
1741,09/05/2025,35600
1742,12/05/2025,35600
1743,13/05/2025,35600
1744,14/05/2025,36600
1745,15/05/2025,36600
1746,16/05/2025,36500
1747,19/05/2025,35000
1748,20/05/2025,34000
1749,21/05/2025,34000
1750,22/05/2025,34350
1751,23/05/2025,34350
1752,26/05/2025,34350
1753,27/05/2025,34350
1754,28/05/2025,34350
1755,30/05/2025,34350
1756,02/06/2025,34350
1757,03/06/2025,34350
1758,04/06/2025,36650
1759,05/06/2025,36650
1760,10/06/2025,36650
1761,11/06/2025,36350
1762,12/06/2025,36350
1763,13/06/2025,36350
1764,16/06/2025,36350
1765,17/06/2025,36350
1766,18/06/2025,36350
1767,19/06/2025,36350
1768,20/06/2025,36350
1769,23/06/2025,36350
1770,24/06/2025,36350
1771,25/06/2025,36350
1772,26/06/2025,36350
1773,30/06/2025,37000
1774,01/07/2025,37000
1775,02/07/2025,37000
1776,04/07/2025,37000
1777,07/07/2025,37000
1778,08/07/2025,37000
1779,09/07/2025,37000
1780,10/07/2025,37000
1781,11/07/2025,36650
1782,14/07/2025,36650
1783,15/07/2025,36650
1784,16/07/2025,36650
1785,17/07/2025,36650
1786,18/07/2025,36650
1787,21/07/2025,36650
1788,22/07/2025,36650
1789,23/07/2025,36650
1790,24/07/2025,36650
1791,25/07/2025,36650
1792,28/07/2025,36650
1793,29/07/2025,36650
1794,30/07/2025,36650
1795,31/07/2025,36650
1796,01/08/2025,36650
1797,04/08/2025,36650
1798,05/08/2025,36650
1799,06/08/2025,36650
1800,07/08/2025,36650
1801,08/08/2025,36650
1802,11/08/2025,36650
1803,12/08/2025,36350
1804,13/08/2025,36350
1805,14/08/2025,36350
1806,15/08/2025,36350
1807,19/08/2025,36350
1808,20/08/2025,36350
1809,21/08/2025,36350
1810,22/08/2025,36650
